"Name","smiles","Total.Molweight","Molweight","Monoisotopic.Mass","cLogP","cLogS","H.Acceptors","H.Donors","Total.Surface.Area","Relative.PSA","Polar.Surface.Area","Druglikeness","Mutagenic","Tumorigenic","Reproductive.Effective","Irritant","Shape.Index","Molecular.Flexibility","Molecular.Complexity","Fragments","Non.H.Atoms","Non.C.H.Atoms","Metal.Atoms","Electronegative.Atoms","Stereo.Centers","Rotatable.Bonds","Rings.Closures","Small.Rings","Aromatic.Rings","Aromatic.Atoms","sp3.Atoms","Symmetric.atoms","Amides","Amines","Alkyl.Amines","Aromatic.Amines","Aromatic.Nitrogens","Basic.Nitrogens","Acidic.Oxygens","DataSet"
"7-(2-hydroxypropan-2-yl)-4a-methyl-1-methylidene-decahydronaphthalene-2,8a-diol","OC1C(=C)C2(O)CC(CCC2(C)CC1)C(O)(C)C",254.368,254.368,254.188195,1.963,-2.627,3,3,190.11,0.20672,60.69,-3.1873,"none","none","none","none",0.44444,0.40863,0.79048,1,18,3,0,3,4,1,2,2,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"oxolane-3,4-diol","OC1COCC1O",104.105,104.105,104.047345,-1.1582,-0.193,3,2,75.22,0.48125,49.69,-5.7339,"none","none","none","none",0.57143,0,0.76753,1,7,3,0,3,2,0,1,1,0,0,7,3,0,0,0,0,0,0,0,"NewGeroprotectors"
"8-hydroxy-6,10-dimethyl-3-(propan-2-yl)cyclodec-6-ene-1,4-dione","O=C1CC(C(=O)CC(=CC(O)CC1C)C)C(C)C",252.353,252.353,252.172545,2.8797,-2.781,3,1,206.88,0.18939,54.37,-0.47321,"none","none","none","none",0.5,0.48815,0.67908,1,18,3,0,3,3,1,1,0,0,0,12,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-amino-3-(4-fluorophenyl)propanoic acid","O=C(O)C(N)CC1=CC=C(F)C=C1",183.181,183.181,183.069557,-1.4484,-1.855,3,2,138.49,0.29901,63.32,-12.385,"none","none","none","none",0.69231,0.57208,0.61059,1,13,4,0,4,1,3,1,1,1,6,4,2,0,1,1,0,0,1,1,"NewGeroprotectors"
"thieno[2,3-b]thiophene","S1C=CC=2C=CSC12",140.23,140.23,139.97544,1.6626,-3.804,0,0,99.74,0.40826,56.48,-0.49083,"none","none","none","none",0.625,0,0.78387,1,8,2,0,2,0,0,2,2,2,8,0,3,0,0,0,0,0,0,0,"NewGeroprotectors"
"(1Alpha,4Alpha,5Beta,7Alpha,10Alpha)ƒ??1,5,11ƒ??Eudesmanetriol","OC1CCC(C)C2(O)CC(CCC12C)C(O)(C)C",256.384,256.384,256.203845,1.9892,-2.724,3,3,192.12,0.20456,60.69,0.016626,"none","none","none","none",0.44444,0.42064,0.7679,1,18,3,0,3,5,1,2,2,0,0,18,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"6-(2-hydroxypropan-2-yl)-4,8a-dimethyl-1,2,4a,5,6,7,8,8a-octahydronaphthalene-1,6-diol","OC1CC=C(C)C2CC(O)(CCC12C)C(O)(C)C",254.368,254.368,254.188195,1.8847,-2.46,3,3,190.57,0.20622,60.69,0.11958,"none","none","none","none",0.44444,0.4175,0.81145,1,18,3,0,3,4,1,2,2,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"8a-hydroxy-5-(2-hydroxypropan-2-yl)-3,8-dimethyl-1,2,4,5,6,7,8,8a-octahydroazulen-2-one","O=C1C(=C2CC(CCC(C)C2(O)C1)C(O)(C)C)C",252.353,252.353,252.172545,2.1371,-2.458,3,2,189.77,0.20678,57.53,0.31594,"none","none","none","none",0.44444,0.34896,0.83928,1,18,3,0,3,3,1,2,2,0,0,14,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"4,4-dimethyl-1,3-dioxan-5-ol","OC1COCOC1(C)C",132.158,132.158,132.078645,-0.0308,-1.259,3,1,101.3,0.32675,38.69,-2.2202,"none","none","none","none",0.55556,0.24513,0.72259,1,9,3,0,3,1,0,1,1,0,0,9,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"7-methyl-5H,6H,7H-cyclopenta[c]pyridine-5,7-diol","OC1C=2C=CN=CC2C(O)(C)C1",165.191,165.191,165.078979,0.4141,-0.961,3,2,120.15,0.30936,53.35,1.4359,"none","none","none","none",0.5,0,0.80605,1,12,3,0,3,2,0,2,2,1,6,6,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"2-ethoxyacetamide","O=C(N)COCC",103.12,103.12,103.063329,-0.7894,-0.456,3,1,89.55,0.42781,52.32,-2.0096,"none","none","none","none",0.85714,0.60488,0.53648,1,7,3,0,3,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"2-chloro-5-(hydroxymethyl)benzene-1,4-diol","ClC=1C=C(O)C(=CC1O)CO",174.583,174.583,174.008372,0.9769,-1.644,3,3,121.49,0.32348,60.69,-2.0434,"none","none","none","none",0.63636,0.24344,0.74271,1,11,4,0,4,0,1,1,1,1,6,4,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"1H,4H,5H,6H,7H-imidazo[4,5-c]pyridine","N1=CNC2=C1CCNC2",123.158,123.158,123.079647,-0.6064,-0.704,3,2,100.83,0.3612,40.71,1.5029,"none","none","none","none",0.55556,0.15255,0.73778,1,9,3,0,3,0,0,2,2,1,5,4,0,0,1,1,0,2,2,0,"NewGeroprotectors"
"isoquinoline-6,7-diol","OC1=CC=2C=NC=CC2C=C1O",161.16,161.16,161.047679,1.1617,-1.835,3,2,119.32,0.31152,53.35,-1.88,"none","none","none","none",0.58333,0,0.69573,1,12,3,0,3,0,0,2,2,2,10,2,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"[4-(methylsulfanyl)butyl]thiourea","S=C(N)NCCCCSC",178.323,178.323,178.059838,0.8931,-2.013,2,2,150.98,0.47834,95.44,-0.88965,"none","none","none","none",0.9,0.76713,0.48648,1,10,4,0,4,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-[1-(aminomethyl)cyclohexyl]acetic acid","O=C(O)CC1(CN)CCCCC1",171.239,171.239,171.125929,-1.2204,-1.801,3,2,139.35,0.29717,63.32,-5.2429,"none","none","none","none",0.58333,0.62591,0.58275,1,12,3,0,3,0,3,1,1,0,0,10,2,0,1,1,0,0,1,1,"NewGeroprotectors"
"P-Hydroxybenzamide","O=C(N)C1=CC=C(O)C=C1",137.138,137.138,137.047679,0.4012,-1.409,3,2,105.88,0.3911,63.32,-0.64565,"none","none","none","none",0.7,0.3819,0.57807,1,10,3,0,3,0,1,1,1,1,6,1,2,1,0,0,0,0,0,0,"NewGeroprotectors"
"N'-hydroxy-4-methylbenzene-1-carboximidamide","ON=C(N)C1=CC=C(C=C1)C",150.18,150.18,150.079313,1.7122,-2.424,3,2,123.36,0.32328,58.61,-1.6663,"none","none","none","none",0.72727,0.3927,0.6089,1,11,3,0,3,0,1,1,1,1,6,2,2,0,0,0,0,0,0,0,"NewGeroprotectors"
"Minaline","O=C(O)C1=CC=CN1",111.1,111.1,111.032029,-0.0788,-0.677,3,2,86.93,0.46164,53.09,2.0725,"none","none","none","none",0.625,0.34317,0.7083,1,8,3,0,3,0,1,1,1,1,5,1,0,0,0,0,0,1,0,1,"NewGeroprotectors"
"(propan-2-yl)urea","O=C(N)NC(C)C",102.136,102.136,102.079313,-0.2023,-1.392,3,2,88.25,0.45065,55.12,2.1012,"none","none","none","none",0.71429,0.60138,0.53648,1,7,3,0,3,0,1,0,0,0,0,3,1,2,0,0,0,0,0,0,"NewGeroprotectors"
"Polyoximic Acid","O=C(O)C1NCC1=CC",127.142,127.142,127.063329,-2.3237,-0.604,3,2,98.79,0.38061,49.33,0.91693,"none","none","none","none",0.66667,0.35863,0.80472,1,9,3,0,3,1,1,1,1,0,0,5,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"Isosativenetriol","OC1C2C(=C)C3(C)CCC(C1C3C2O)C(O)(C)C",252.353,252.353,252.172545,1.4957,-2.544,3,3,174.92,0.22467,60.69,-4.7685,"none","none","none","none",0.44444,0.27023,0.91991,1,18,3,0,3,7,1,3,4,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"4a-hydroxy-6-(2-hydroxypropan-2-yl)-4,8a-dimethyl-1,2,4a,5,6,7,8,8a-octahydronaphthalen-2-one","O=C1C=C(C)C2(O)CC(CCC2(C)C1)C(O)(C)C",252.353,252.353,252.172545,2.0284,-2.511,3,2,189.47,0.2071,57.53,-1.8175,"none","none","none","none",0.5,0.37135,0.84087,1,18,3,0,3,3,1,2,2,0,0,14,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"Carbalexin B","OC=1C=C2NC=3C(OC)=CC=CC3C2=CC1C",227.262,227.262,227.094629,2.9441,-3.708,3,2,172.9,0.21452,45.25,-0.88385,"none","none","none","none",0.52941,0.11377,0.84746,1,17,3,0,3,0,1,3,3,3,13,4,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"(5,6-dimethylpyrazin-2-yl)methanol","OCC=1N=C(C(=NC1)C)C",138.169,138.169,138.079313,-0.0897,-0.67,3,1,115.41,0.30361,46.01,-1.934,"none","none","none","none",0.7,0.26123,0.6993,1,10,3,0,3,0,1,1,1,1,6,4,0,0,0,0,0,2,0,0,"NewGeroprotectors"
"4,7-dihydroxy-11a-methyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-one","O=C1CCC2C3C(O)CC4CC(O)CCC4C3CCC12C",292.417,292.417,292.203845,2.4171,-3.749,3,2,210.2,0.18668,57.53,0.4797,"none","none","none","none",0.52381,0.30871,0.86889,1,21,3,0,3,8,0,4,4,0,0,19,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"(+)-Allosedridine","OC(C)CC1NCCCC1",143.229,143.229,143.131014,0.9562,-1.644,2,2,123.87,0.19827,32.26,-3.9003,"none","none","none","none",0.7,0.58654,0.6271,1,10,2,0,2,2,2,1,1,0,0,10,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"6-hydroxy-2,3-dihydro-1-benzofuran-3-one","O=C1C2=CC=C(O)C=C2OC1",150.133,150.133,150.031695,0.9889,-1.868,3,1,107.62,0.33581,46.53,-0.21212,"none","none","none","none",0.63636,0,0.71734,1,11,3,0,3,0,0,2,2,1,6,3,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"6-hydroxy-2-methyloxan-3-one","O=C1CCC(O)OC1C",130.142,130.142,130.062995,0.1538,-1.105,3,1,98.88,0.36549,46.53,0.10145,"none","none","none","none",0.66667,0.30388,0.73611,1,9,3,0,3,2,0,1,1,0,0,7,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-methyl-4-methylidene-4H-pyran-3-ol","OC=1C(=C)C=COC1C",124.139,124.139,124.05243,0.7654,-1.959,2,1,100.78,0.22921,29.46,-5.8675,"none","none","none","none",0.55556,0.21781,0.76113,1,9,2,0,2,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"5-fluoro-1H-indole-2-carboxylic acid","O=C(O)C1=CC=2C=C(F)C=CC2N1",179.15,179.15,179.038257,1.3389,-2.492,3,2,127.88,0.31381,53.09,0.64838,"none","none","none","none",0.61538,0.18874,0.72141,1,13,4,0,4,0,1,2,2,2,9,1,0,0,0,0,0,1,0,1,"NewGeroprotectors"
"8-hydroxy-1,2-dihydronaphthalene-1,2-dione","O=C1C=CC=2C=CC=C(O)C2C1=O",174.155,174.155,174.031695,1.0477,-2.38,3,1,128.11,0.30583,54.37,-3.31,"none","none","none","none",0.53846,0.17503,0.7473,1,13,3,0,3,0,0,2,2,1,6,1,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Isoalbrassitriol","OCC1(O)C(O)(C)CCC2C(C)(C)CCCC21C",256.384,256.384,256.203845,1.8788,-2.523,3,3,191.29,0.20545,60.69,-2.205,"none","none","none","none",0.38889,0.40221,0.79924,1,18,3,0,3,4,1,2,2,0,0,18,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"5-chloro-2,3-dihydro-1,3-benzoxazol-2-imine","ClC1=CC=C2OC(=N)NC2=C1",168.583,168.583,168.00904,1.3086,-2.432,3,2,116.95,0.31689,45.11,-1.7553,"none","none","none","none",0.63636,0,0.72824,1,11,4,0,4,0,0,2,2,1,6,1,0,0,0,0,0,0,1,0,"NewGeroprotectors"
"2-(2-hydroxyethanesulfinyl)ethan-1-ol","O=S(CCO)CCO",138.186,138.186,138.035065,-2.1431,0.506,3,2,103.96,0.47057,76.74,-3.3408,"none","none","none","none",0.875,0.84258,0.53648,1,8,4,0,4,0,4,0,0,0,0,7,3,0,0,0,0,0,0,0,"NewGeroprotectors"
"(+)-Tremetriol","OC1CC2(C)CC3C(=C(C)C12O)CC(C)(C)C3O",252.353,252.353,252.172545,1.6252,-2.358,3,3,174.02,0.22584,60.69,0.010748,"none","none","none","none",0.44444,0.1578,0.8934,1,18,3,0,3,5,0,3,3,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"6-(2-hydroxypropan-2-yl)-8a-methyl-4-methylidene-decahydronaphthalene-1,3-diol","OC1C(=C)C2CC(CCC2(C)C(O)C1)C(O)(C)C",254.368,254.368,254.188195,1.9343,-2.678,3,3,190.94,0.20582,60.69,-3.7795,"none","none","none","none",0.44444,0.41893,0.81387,1,18,3,0,3,5,1,2,2,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"6-(trifluoromethoxy)-2,3-dihydro-1,3-benzothiazol-2-imine","FC(F)(F)OC1=CC=C2NC(=N)SC2=C1",234.201,234.201,234.007467,1.3646,-3.22,3,2,148.48,0.36739,70.41,-7.5907,"none","none","none","none",0.6,0.40194,0.70075,1,15,7,0,7,0,2,2,2,1,6,3,2,0,0,0,0,0,1,0,"NewGeroprotectors"
"2-methylthiophene-3-thiol","SC=1C=CSC1C",130.235,130.235,129.99109,1.8111,-3.076,0,0,97.32,0.44153,67.04,-3.2763,"none","none","none","none",0.57143,0,0.7993,1,7,2,0,2,0,0,1,1,1,5,2,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"10-methyl-10-azatetracyclo[7.7.1.0¶ý,ƒ?ú.0¶û¶ü,¶ûƒ?ú]heptadeca-1(16),2(7),3,5,13(17),14-hexaene-3,4-diol","OC1=CC=C2C(=C1O)C=3C=CC=C4C3C(N(C)CC4)C2",267.327,267.327,267.125929,2.9282,-3.093,3,2,195.06,0.15252,43.7,4.7822,"none","none","none","none",0.45,0.18485,0.93989,1,20,3,0,3,1,0,4,4,2,12,8,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"but-2-ynedinitrile","N#CC#CC#N",76.058,76.058,76.006148,0.0094,-3.466,2,0,86.72,0.31273,47.58,-9.7798,"none","none","none","none",1,0,0.69315,1,6,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"NewGeroprotectors"
"Raphanusamic Acid","O=C(O)C1NC(=S)SC1",163.221,163.221,162.976169,-1.3546,-1.541,3,2,112.02,0.74174,106.72,0.96029,"none","none","none","none",0.66667,0.40801,0.74893,1,9,5,0,5,1,1,1,1,0,0,5,0,0,0,0,0,0,0,1,"NewGeroprotectors"
"14-hydroxy-14-(hydroxymethyl)-9-methyltetracyclo[11.2.1.0¶û,¶ûƒ?ø.0ƒ?ï,ƒ?û]hexadecan-6-one","O=C1CCC2(C)C(C1)CCC34CC(CCC32)C(O)(CO)C4",292.417,292.417,292.203845,2.3607,-3.497,3,2,208.54,0.18817,57.53,-3.094,"none","none","none","none",0.52381,0.29758,0.88433,1,21,3,0,3,6,1,4,5,0,0,19,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"6-hydroxy-3-(2-hydroxypropan-2-yl)-5,8a-dimethyl-1,2,4a,5,6,7,8,8a-octahydronaphthalen-2-one","O=C1C(=CC2C(C)C(O)CCC2(C)C1)C(O)(C)C",252.353,252.353,252.172545,1.9997,-2.562,3,2,190.3,0.2062,57.53,0.53032,"none","none","none","none",0.44444,0.40568,0.80083,1,18,3,0,3,4,1,2,2,0,0,14,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-amino-4-methyloxetan-2-one","O=C1OC(C)C1N",101.105,101.105,101.047679,-1.2874,-0.758,3,1,73.53,0.52101,52.32,-15.949,"none","none","none","none",0.71429,0,0.87969,1,7,3,0,3,2,0,1,1,0,0,5,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"Brassilexin","N=1SC=2NC=3C=CC=CC3C2C1",174.227,174.227,174.025168,2.2257,-2.447,2,1,126.73,0.35761,56.92,1.1812,"none","none","none","none",0.58333,0,0.73701,1,12,3,0,3,0,0,3,3,3,12,0,0,0,0,0,0,2,0,0,"NewGeroprotectors"
"Lyconadin C","O=C1C=CC2=C(N1)CC3CC(C)CC4NCC2CC43",258.364,258.364,258.173213,1.6695,-3.084,3,2,193.15,0.18618,41.13,2.5144,"none","none","none","none",0.47368,0.30284,0.86559,1,19,3,0,3,5,0,4,4,0,0,12,0,1,1,1,0,0,1,0,"NewGeroprotectors"
"Microindolinone A","O=C1C=2C=CNC2CCC1O",151.164,151.164,151.063329,0.19,-1.538,3,2,113.45,0.35372,53.09,1.6497,"none","none","none","none",0.54545,0.12169,0.76919,1,11,3,0,3,1,0,2,2,1,5,4,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"1-aminocyclobutane-1-carboxylic acid","O=C(O)C1(N)CCC1",115.131,115.131,115.063329,-2.587,-0.871,3,2,84.31,0.49116,63.32,-5.6407,"none","none","none","none",0.625,0.55432,0.67701,1,8,3,0,3,0,1,1,1,0,0,6,1,0,1,1,0,0,1,1,"NewGeroprotectors"
"4-hydroxypyrrolidine-2-carbaldehyde","O=CC1NCC(O)C1",115.131,115.131,115.063329,-1.2639,-0.542,3,2,89.87,0.41838,49.33,-0.389,"none","none","none","none",0.75,0.35919,0.7083,1,8,3,0,3,2,1,1,1,0,0,6,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"4×?,8×?-Dihydroxyeudesman-11-En-1-One","O=C1CCC(O)(C)C2CC(C(=C)C)C(O)CC12C",252.353,252.353,252.172545,2.3429,-2.729,3,2,189.84,0.2067,57.53,-17.219,"none","none","none","none",0.44444,0.42048,0.82714,1,18,3,0,3,5,1,2,2,0,0,14,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"1H-indole-4,6-diol","OC=1C=C(O)C=2C=CNC2C1",149.149,149.149,149.047679,1.0076,-1.549,3,3,110.13,0.36493,56.25,-0.73083,"none","none","none","none",0.54545,0,0.75363,1,11,3,0,3,0,0,2,2,2,9,2,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"Thiolactone B2","O=C1SCCC1N=C(O)C",159.208,159.208,159.035399,-0.375,-0.766,3,1,116.84,0.47193,74.96,0.045909,"none","none","none","none",0.6,0.13763,0.68024,1,10,4,0,4,1,1,1,1,0,0,6,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-ethylpyridine-4-carboimidothioic acid","N=C(S)C=1C=CN=C(C1)CC",166.247,166.247,166.056468,0.6999,-2.13,2,1,134.21,0.36644,75.54,-5.3011,"none","none","none","none",0.63636,0.44327,0.65917,1,11,3,0,3,0,2,1,1,1,6,3,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"10-(1-hydroxypropan-2-yl)-3,7-dimethyltetracyclo[4.4.0.0¶ý,ƒ?ï.0¶ü,ƒ?ú]decane-5,8-diol","OCC(C)C1CC(O)C2(C)C3C(O)C4C(C13)C42C",252.353,252.353,252.172545,1.0783,-2.467,3,3,163.67,0.24012,60.69,-2.2222,"none","none","none","none",0.44444,0.33738,0.94458,1,18,3,0,3,10,2,4,9,0,0,18,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-phenyl-1,2-oxazol-5-amine","N=1OC(N)=CC1C=2C=CC=CC2",160.176,160.176,160.063663,1.4942,-3.092,3,1,129.99,0.31041,52.05,0.59252,"none","none","none","none",0.66667,0.38644,0.61893,1,12,3,0,3,0,1,2,2,2,11,0,2,0,0,0,0,1,0,0,"NewGeroprotectors"
"Diaporol I","O=C(O)C1C(O)(C)CCC2C(C)(C)CCCC12C",254.368,254.368,254.188195,2.3526,-2.955,3,2,191.02,0.20542,57.53,-2.1661,"none","none","none","none",0.38889,0.36624,0.79383,1,18,3,0,3,4,1,2,2,0,0,16,1,0,0,0,0,0,0,1,"NewGeroprotectors"
"2H-1, 4-Benzoxazin-3 (4H)-One","O=C1NC=2C=CC=CC2OC1",149.149,149.149,149.047679,0.5219,-1.822,3,1,112.73,0.30604,38.33,0.68032,"none","none","none","none",0.63636,0.13708,0.67959,1,11,3,0,3,0,0,2,2,1,6,2,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"Feruone","O=C1C=C(C)C(O)CC2(C)CCC(O)(C(C)C)C12",252.353,252.353,252.172545,2.0358,-2.562,3,2,190.3,0.2062,57.53,-6.0159,"none","none","none","none",0.44444,0.27229,0.81096,1,18,3,0,3,4,1,2,2,0,0,14,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-amino-2,3,6,7-tetrahydro-1-benzothiophene-3-carboxamide","O=C(N)C1C=2C=CCCC2SC1N",196.273,196.273,196.067033,0.524,-1.949,3,2,140.72,0.43398,94.41,-2.2775,"none","none","none","none",0.53846,0.18719,0.75761,1,13,4,0,4,2,1,2,2,0,0,6,0,1,0,0,0,0,1,0,"NewGeroprotectors"
"4-ethylbenzene-1,2-diol","OC1=CC=C(C=C1O)CC",138.165,138.165,138.06808,1.7277,-1.527,2,2,111.98,0.23397,40.46,-2.4802,"none","none","none","none",0.7,0.26123,0.65162,1,10,2,0,2,0,1,1,1,1,6,4,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"N-(1-oxo-3-sulfanylpropan-2-yl)formamide","O=CNC(C=O)CS",133.171,133.171,133.019749,-1.1568,-1.663,3,1,106.16,0.5666,84.97,-6.7822,"none","none","none","none",0.75,0.72549,0.69315,1,8,4,0,4,1,3,0,0,0,0,3,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"3-methyl-1,2,4-trithiane","S1SC(SCC1)C",152.306,152.306,151.97881,2.0845,-2.337,0,0,104.75,0.50091,75.9,-4.353,"none","none","none","none",0.71429,0.27881,0.69315,1,7,3,0,3,1,0,1,1,0,0,7,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"5-hydroxy-2-methyl-4-(methylamino)hexan-3-one","O=C(C(C)C)C(NC)C(O)C",159.228,159.228,159.125929,-0.1298,-1.07,3,2,135.6,0.27729,49.33,-0.19606,"none","none","none","none",0.54545,0.81056,0.64378,1,11,3,0,3,2,4,0,0,0,0,9,1,0,1,1,0,0,1,0,"NewGeroprotectors"
"6-methyl-4-[(propan-2-yl)amino]-1,2-dihydropyrimidine-2-thione","S=C1N=C(C=C(N1)C)NC(C)C",183.278,183.278,183.083017,0.6141,-2.326,3,2,152.59,0.40914,68.51,1.4365,"none","none","none","none",0.58333,0.43948,0.64864,1,12,4,0,4,0,1,1,1,0,0,5,1,0,0,0,0,0,1,0,"NewGeroprotectors"
"3-methyl-1H-pyrrolo[2,3-c]pyridin-2-amine","N=1C=CC2=C(C1)NC(N)=C2C",147.18,147.18,147.079647,0.7161,-2.291,3,2,116.97,0.34393,54.7,-0.13903,"none","none","none","none",0.54545,0,0.76416,1,11,3,0,3,0,0,2,2,2,9,1,0,0,0,0,0,2,0,0,"NewGeroprotectors"
"2-hydroxy-3-methyl-9H-carbazole-1-carbaldehyde","O=CC1=C(O)C(=CC=2C=3C=CC=CC3NC12)C",225.246,225.246,225.078979,2.9474,-4.014,3,2,170.18,0.23581,53.09,-3.0842,"none","none","none","none",0.47059,0.13441,0.85521,1,17,3,0,3,0,1,3,3,3,13,2,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"7,10-dihydroxy-4b,8,8-trimethyl-2,3,4,4a,4b,5,6,7,8,8a,9,10-dodecahydrophenanthren-2-one","O=C1C=C2C(O)CC3C(C)(C)C(O)CCC3(C)C2CC1",278.39,278.39,278.188195,2.326,-3.146,3,2,204.56,0.19183,57.53,-0.17153,"none","none","none","none",0.5,0.32042,0.86425,1,20,3,0,3,5,0,3,3,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"4a,8-dimethyl-2-(propan-2-yl)-1,2,3,4,4a,5,6,7-octahydronaphthalene-1,2,7-triol","OC1C(=C2C(O)C(O)(CCC2(C)CC1)C(C)C)C",254.368,254.368,254.188195,2.063,-2.475,3,3,190.87,0.2059,60.69,-5.4055,"none","none","none","none",0.44444,0.36001,0.83928,1,18,3,0,3,4,1,2,2,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-bromo-5-(hydroxymethyl)benzene-1,2-diol","BrC=1C=C(C=C(O)C1O)CO",219.034,219.034,217.957856,1.0961,-1.742,3,3,124.7,0.31516,60.69,-4.0356,"none","none","none","none",0.63636,0.24344,0.75224,1,11,4,0,4,0,1,1,1,1,6,4,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"1,4-diaminobutan-2-ol","OC(CN)CCN",104.152,104.152,104.094963,-1.7848,-0.263,3,3,90.67,0.48131,72.27,-0.58134,"none","none","none","none",0.85714,0.74047,0.59725,1,7,3,0,3,1,3,0,0,0,0,7,0,0,2,2,0,0,2,0,"NewGeroprotectors"
"3-(4-methylphenyl)diaziridin-3-ol","OC1(NN1)C2=CC=C(C=C2)C",150.18,150.18,150.079313,0.7228,-1.574,3,3,132.02,0.42675,64.11,0.89186,"none","none","none","none",0.63636,0.40668,0.60182,1,11,3,0,3,0,1,2,2,1,6,5,3,0,0,0,0,0,0,0,"NewGeroprotectors"
"11a-methyl-hexadecahydro-1H-cyclopenta[a]phenanthrene-2,7,10-triol","OC1CCC2C(CCC3C4CC(O)CC4(C)CC(O)C23)C1",294.433,294.433,294.219495,2.2734,-3.698,3,3,211.3,0.18599,60.69,-0.37347,"none","none","none","none",0.52381,0.30855,0.82887,1,21,3,0,3,9,0,4,4,0,0,21,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Antibiotic Fr 900130","O=C(O)C(C#C)N",99.0887,99.0887,99.032029,-3.3702,-0.73,3,2,82.43,0.50237,63.32,-6.8389,"none","none","none","none",0.71429,0.6057,0.69315,1,7,3,0,3,1,1,0,0,0,0,3,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"5-phenyl-1,3,4-thiadiazol-2-amine","N=1N=C(SC1N)C=2C=CC=CC2",177.231,177.231,177.036067,1.6503,-2.196,3,1,135,0.42644,80.04,2.0471,"none","none","none","none",0.66667,0.38644,0.61893,1,12,4,0,4,0,1,2,2,2,11,0,2,0,0,0,0,2,0,0,"NewGeroprotectors"
"3-(methylsulfanyl)propan-1-amine","S(C)CCCN",105.204,105.204,105.061219,0.2563,-1.198,1,1,93.05,0.35207,51.32,-2.1784,"none","none","none","none",1,0.75369,0.69315,1,6,2,0,2,0,3,0,0,0,0,6,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"2-(hydroxymethyl)-8-(2-hydroxypropan-2-yl)-1-methyltetracyclo[4.4.0.0¶ý,ƒ?ï.0¶ü,ƒ?ú]decan-5-ol","OCC12C3C(O)C4C(C(CCC41C)C(O)(C)C)C32",252.353,252.353,252.172545,1.0709,-2.416,3,3,162.84,0.24134,60.69,-2.306,"none","none","none","none",0.44444,0.33089,0.9526,1,18,3,0,3,8,2,4,9,0,0,18,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-phenyl-1,3-thiazolidine-4-carboxylic acid","O=C(O)C1NC(SC1)C=2C=CC=CC2",209.268,209.268,209.051049,-1.444,-1.834,3,2,151.57,0.36346,74.63,2.0073,"none","none","none","none",0.64286,0.37111,0.62239,1,14,4,0,4,2,2,2,2,1,6,6,2,0,0,0,0,0,1,1,"NewGeroprotectors"
