"Name","smiles","Total.Molweight","Molweight","Monoisotopic.Mass","cLogP","cLogS","H.Acceptors","H.Donors","Total.Surface.Area","Relative.PSA","Polar.Surface.Area","Druglikeness","Mutagenic","Tumorigenic","Reproductive.Effective","Irritant","Shape.Index","Molecular.Flexibility","Molecular.Complexity","Fragments","Non.H.Atoms","Non.C.H.Atoms","Metal.Atoms","Electronegative.Atoms","Stereo.Centers","Rotatable.Bonds","Rings.Closures","Small.Rings","Aromatic.Rings","Aromatic.Atoms","sp3.Atoms","Symmetric.atoms","Amides","Amines","Alkyl.Amines","Aromatic.Amines","Aromatic.Nitrogens","Basic.Nitrogens","Acidic.Oxygens","DataSet"
"6,6,9a-trimethyl-1H,3H,5H,5aH,6H,7H,8H,9H,9aH,9bH-naphtho[1,2-c]furan-1,7-diol","OC1OCC2=CCC3C(C)(C)C(O)CCC3(C)C21",252.353,252.353,252.172545,2.03,-2.548,3,2,183.05,0.19776,49.69,-0.81332,"none","none","none","none",0.44444,0.25014,0.84245,1,18,3,0,3,5,0,3,3,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-ethyl-4-(hydroxymethyl)-2,3-dihydrofuran-3-one","O=C1C(=COC1CC)CO",142.153,142.153,142.062995,-0.1373,-1.132,3,1,111.09,0.32532,46.53,1.3867,"none","none","none","none",0.7,0.41471,0.73778,1,10,3,0,3,1,2,1,1,0,0,6,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"5-aminopentanamide","O=C(N)CCCCN",116.163,116.163,116.094963,-0.6582,-0.914,3,2,103.33,0.42176,69.11,-7.6139,"none","none","none","none",0.875,0.57552,0.59725,1,8,3,0,3,0,4,0,0,0,0,5,0,1,1,1,0,0,1,0,"NewGeroprotectors"
"1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one","O=C(C(O)=CO)CCSC",162.208,162.208,162.035065,0.0968,-1.469,3,2,125.93,0.45049,82.83,0.11452,"none","none","none","none",0.8,0.75735,0.64124,1,10,4,0,4,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-hydroxy-5-methylhexanoic acid","O=C(O)CC(O)CC(C)C",146.185,146.185,146.094295,0.715,-1.3,3,2,120.99,0.32432,57.53,0.76944,"none","none","none","none",0.7,0.78406,0.59947,1,10,3,0,3,1,4,0,0,0,0,8,1,0,0,0,0,0,0,1,"NewGeroprotectors"
"3-[(2-aminoethyl)sulfanyl]-2-methylpropanoic acid","O=C(O)C(C)CSCCN",163.24,163.24,163.066699,-2.0315,-1.065,3,2,129.65,0.4543,88.62,0.85749,"none","none","none","none",0.8,0.87862,0.57565,1,10,4,0,4,1,5,0,0,0,0,8,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"1-Piperideine-2-Carboxylate","O=C(O)C1=NCCCC1",127.142,127.142,127.063329,-0.157,-1.093,3,1,102.11,0.36872,49.66,-2.1715,"none","none","none","none",0.66667,0.32793,0.72259,1,9,3,0,3,0,1,1,1,0,0,5,0,0,0,0,0,0,0,1,"NewGeroprotectors"
"(thiophen-3-yl)methanol","OCC1=CSC=C1",114.168,114.168,114.013935,0.8467,-1.4,1,1,89.31,0.37465,48.47,-0.73342,"none","none","none","none",0.71429,0.35915,0.73241,1,7,2,0,2,0,1,1,1,1,5,2,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"4-sulfanylbutan-2-ol","OC(C)CCS",106.188,106.188,106.045235,0.797,-1.782,1,1,87.99,0.40584,59.03,-11.272,"none","none","none","none",0.83333,0.65206,0.80472,1,6,2,0,2,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-methyl-4,5-dihydrofuran-3-thiol","SC1=C(OCC1)C",116.184,116.184,116.029585,1.0704,-2.418,1,0,88.56,0.36822,48.03,-7.4065,"none","none","none","none",0.57143,0,0.8283,1,7,2,0,2,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"thiolane-2-thiol","SC1SCCC1",120.24,120.24,120.00674,1.3529,-2.23,0,0,87.13,0.46023,64.1,-4.3347,"none","none","none","none",0.66667,0,0.64864,1,6,2,0,2,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-sulfanylbutan-2-ol","OC(C)C(S)C",106.188,106.188,106.045235,0.749,-1.708,1,1,85.23,0.41898,59.03,-6.0576,"none","none","none","none",0.66667,0.75462,0.80472,1,6,2,0,2,2,1,0,0,0,0,6,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-ethylbenzene-1,2-diol","OC1=CC=CC(=C1O)CC",138.165,138.165,138.06808,1.7277,-1.527,2,2,111.98,0.23397,40.46,-2.4802,"none","none","none","none",0.6,0.26123,0.68024,1,10,2,0,2,0,1,1,1,1,6,4,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-methylthiolane-3-thiol","SC1CCSC1C",134.266,134.266,134.02239,1.6135,-2.456,0,0,98.13,0.40864,64.1,-1.9349,"none","none","none","none",0.57143,0,0.76753,1,7,2,0,2,2,0,1,1,0,0,7,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-methylthiolane-2-thiol","SC1(SCCC1)C",134.266,134.266,134.02239,1.8926,-2.682,0,0,97.3,0.41213,64.1,-3.1935,"none","none","none","none",0.57143,0,0.76753,1,7,2,0,2,1,0,1,1,0,0,7,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2,6,10,10-tetramethyl-1-oxaspiro[4.5]dec-6-ene-2,8-diol","OC1C=C(C)C2(OC(O)(C)CC2)C(C)(C)C1",226.315,226.315,226.156895,1.7288,-2.269,3,2,167.96,0.21553,49.69,-0.45366,"none","none","none","none",0.5,0.22164,0.79493,1,16,3,0,3,3,0,2,2,0,0,14,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-methyl-1,3-dithiolane","S1CCSC1C",120.24,120.24,120.00674,1.2794,-1.64,0,0,87.26,0.40087,50.6,-4.1942,"none","none","none","none",0.66667,0,0.59725,1,6,2,0,2,0,0,1,1,0,0,6,2,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-methyloxolane-3-thiol","SC1CCOC1C",118.199,118.199,118.045235,0.8592,-1.952,1,0,90.64,0.35977,48.03,-3.7569,"none","none","none","none",0.57143,0,0.76753,1,7,2,0,2,2,0,1,1,0,0,7,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"1-(3,4-dihydro-2H-1,4-thiazin-5-yl)ethan-1-one","O=C(C1=CSCCN1)C",143.209,143.209,143.040484,0.1646,-1.498,2,1,111.19,0.37764,54.4,1.6181,"none","none","none","none",0.66667,0.47917,0.72259,1,9,3,0,3,0,1,1,1,0,0,5,0,0,0,0,0,0,1,0,"NewGeroprotectors"
"butane-1,3-dithiol","SCCC(S)C",122.255,122.255,122.02239,1.7036,-2.764,0,0,97.5,0.46379,77.6,-9.5379,"none","none","none","none",0.83333,0.50525,0.69315,1,6,2,0,2,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-(methylsulfanyl)pyrazine","N=1C=CN=C(SC)C1",126.183,126.183,126.025168,0.2324,-0.637,2,0,100.53,0.39222,51.08,-1.4272,"none","none","none","none",0.75,0.30873,0.64124,1,8,3,0,3,0,1,1,1,1,6,2,0,0,0,0,0,2,0,0,"NewGeroprotectors"
"5-methyl-1,3-thiazole","N1=CSC(=C1)C",99.1567,99.1567,99.014269,0.863,-1.063,1,0,80.22,0.39055,41.13,0.50455,"none","none","none","none",0.66667,0,0.69315,1,6,2,0,2,0,0,1,1,1,5,1,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"4,5-dimethyl-1,3-thiazole","N1=CSC(=C1C)C",113.184,113.184,113.029919,1.2609,-1.431,1,0,92.48,0.33878,41.13,-1.0482,"none","none","none","none",0.57143,0,0.8283,1,7,2,0,2,0,0,1,1,1,5,2,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"3-(methylsulfanyl)thiophene","S1C=CC(SC)=C1",130.235,130.235,129.99109,1.9212,-2.364,0,0,98.95,0.38252,53.54,-0.094638,"none","none","none","none",0.71429,0.35915,0.73241,1,7,2,0,2,0,1,1,1,1,5,2,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"N-[2-(ethylsulfanyl)-2-oxoethyl]ethanimidic acid","O=C(SCC)CN=C(O)C",161.224,161.224,161.051049,-0.2439,-0.572,3,1,130.1,0.42383,74.96,1.7195,"none","none","none","none",0.8,0.57588,0.57565,1,10,4,0,4,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2,5-dimethyloxolane-3-thiol","SC1CC(OC1C)C",132.226,132.226,132.060885,1.1839,-2.33,1,0,101.64,0.32084,48.03,-3.8448,"none","none","none","none",0.625,0,0.73611,1,8,2,0,2,3,0,1,1,0,0,8,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-amino-3-(prop-1-en-1-yldisulfanyl)propanoic acid","O=C(O)C(N)CSSC=CC",193.29,193.29,193.023119,-1.4166,-1.926,3,2,146.12,0.52279,113.92,-7.8354,"none","none","none","none",0.81818,0.78325,0.47958,1,11,5,0,5,1,5,0,0,0,0,7,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"thiolan-3-one","O=C1CSCC1",102.157,102.157,102.013935,0.2445,-1.329,1,0,76.52,0.39898,42.37,-0.14935,"none","none","none","none",0.66667,0,0.64864,1,6,2,0,2,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"5-(aminomethyl)-2-methoxyphenol","OC1=CC(=CC=C1OC)CN",153.18,153.18,153.078979,0.2488,-1.298,3,2,124.15,0.30906,55.48,-1.7169,"none","none","none","none",0.72727,0.36143,0.68024,1,11,3,0,3,0,2,1,1,1,6,5,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"4-(1H-indol-3-yl)-5-methyl-1,3-thiazol-2-amine","N1=C(SC(=C1C2=CNC=3C=CC=CC32)C)N",229.306,229.306,229.067367,2.8233,-4.182,3,2,172.67,0.3509,82.94,1.6994,"none","none","none","none",0.5625,0.304,0.79217,1,16,4,0,4,0,1,3,3,3,14,1,0,0,0,0,0,2,1,0,"NewGeroprotectors"
"2-(piperidin-2-yl)acetamide","O=C(N)CC1NCCCC1",142.201,142.201,142.110613,-0.1505,-1.324,3,2,119.03,0.33412,55.12,-0.097495,"none","none","none","none",0.7,0.47753,0.6271,1,10,3,0,3,1,2,1,1,0,0,7,0,1,1,1,0,0,1,0,"NewGeroprotectors"
"2-amino-3-(2-fluorophenyl)propanoic acid","O=C(O)C(N)CC=1C=CC=CC1F",183.181,183.181,183.069557,-1.4484,-1.855,3,2,138.49,0.29901,63.32,-12.385,"none","none","none","none",0.61538,0.57208,0.66172,1,13,4,0,4,1,3,1,1,1,6,4,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"2-amino-3-(3-fluorophenyl)propanoic acid","O=C(O)C(N)CC=1C=CC=C(F)C1",183.181,183.181,183.069557,-1.4484,-1.855,3,2,138.49,0.29901,63.32,-12.385,"none","none","none","none",0.61538,0.57208,0.64169,1,13,4,0,4,1,3,1,1,1,6,4,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"5-methylthiolan-2-one","O=C1SC(C)CC1",116.184,116.184,116.029585,0.9661,-1.023,1,0,87.52,0.34883,42.37,0.30026,"none","none","none","none",0.71429,0,0.73241,1,7,2,0,2,1,0,1,1,0,0,5,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"1H-indole-2,3-diol","OC=1NC=2C=CC=CC2C1O",149.149,149.149,149.047679,1.359,-2.074,3,3,110.13,0.36493,56.25,-0.012305,"none","none","none","none",0.54545,0,0.72612,1,11,3,0,3,0,0,2,2,2,9,2,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"4-hydroxy-5-methyl-1,2-dihydropyridin-2-one","O=C1C=C(O)C(=CN1)C",125.127,125.127,125.047679,-0.4242,-1.158,3,2,97.24,0.38667,49.33,-0.05514,"none","none","none","none",0.66667,0.11887,0.76113,1,9,3,0,3,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"1H-pyrazole-3-carbonitrile","N#CC1=NNC=C1",93.0888,93.0888,93.032697,-0.5572,-0.986,3,1,83.3,0.46242,52.47,-2.9555,"none","none","none","none",0.71429,0,0.76753,1,7,3,0,3,0,0,1,1,1,5,0,0,0,0,0,0,2,0,0,"NewGeroprotectors"
"2,3-dihydro-1H-indol-3-one","O=C1C=2C=CC=CC2NC1",133.15,133.15,133.052764,0.7843,-2.206,2,1,102.73,0.23849,29.1,0.9808,"none","none","none","none",0.6,0,0.75684,1,10,2,0,2,0,0,2,2,1,6,1,0,0,1,0,1,0,0,0,"NewGeroprotectors"
"1-(2-aminoethyl)-1-hydroxy-1×¯ƒ?ô-disulfen-1-one","O=S(=S)(O)CCN",141.215,141.215,140.991819,-2.0802,-0.697,3,2,99.43,0.72322,103.79,-3.0725,"none","none","none","none",0.71429,0.79369,0.69315,1,7,5,0,5,1,2,0,0,0,0,6,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"3-methyl-1H-pyrrolo[3,2-b]pyridine","N1=CC=CC=2NC=C(C12)C",132.166,132.166,132.068748,1.1645,-1.585,2,1,108.45,0.23015,28.68,-0.74816,"none","none","none","none",0.6,0,0.7978,1,10,2,0,2,0,0,2,2,2,9,1,0,0,0,0,0,2,0,0,"NewGeroprotectors"
"3-methyl-2,3-dihydro-1,3-benzothiazole-2-thione","S=C1SC=2C=CC=CC2N1C",181.283,181.283,181.001989,0.6777,-3.344,1,0,132.52,0.37006,60.63,0.59693,"none","none","none","none",0.54545,0,0.72179,1,11,3,0,3,0,0,2,2,1,6,3,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-(1,2-diaminoprop-1-en-1-yl)phenol","OC=1C=CC=CC1C(N)=C(N)C",164.207,164.207,164.094963,0.7371,-1.844,3,3,131.83,0.33103,72.27,-1.3026,"none","none","none","none",0.58333,0.40541,0.68786,1,12,3,0,3,0,1,1,1,1,6,4,0,0,0,0,0,0,2,0,"NewGeroprotectors"
"3-hydroxypentanamide","O=C(N)CC(O)CC",117.147,117.147,117.078979,-0.3555,-0.946,3,2,98.4,0.42083,63.32,-0.45242,"none","none","none","none",0.75,0.68898,0.69315,1,8,3,0,3,1,3,0,0,0,0,5,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"1-Pyrroline-2-Carboxylate","O=C(O)C1=NCCC1",113.116,113.116,113.047679,-0.499,-0.823,3,1,88.35,0.42615,49.66,-0.2915,"none","none","none","none",0.625,0.26459,0.7083,1,8,3,0,3,0,1,1,1,0,0,4,0,0,0,0,0,0,0,1,"NewGeroprotectors"
"2-amino-4,5-difluorophenol","FC=1C=C(O)C(N)=CC1F",145.108,145.108,145.03392,0.8382,-2.024,2,2,100.83,0.28136,46.25,-3.2189,"none","none","none","none",0.6,0,0.6868,1,10,4,0,4,0,0,1,1,1,6,1,0,0,1,0,1,0,0,0,"NewGeroprotectors"
"5-chloropyridin-2-amine","ClC1=CN=C(N)C=C1",128.562,128.562,128.014125,0.9388,-2.158,2,1,95.96,0.27345,38.91,-1.735,"none","none","none","none",0.75,0,0.65976,1,8,3,0,3,0,0,1,1,1,6,0,0,0,0,0,0,1,1,0,"NewGeroprotectors"
"2-(4-hydroxy-3,5-dimethylcyclohexyl)-3-oxidopiperidin-1-ium-2-yl","[O-][C]1[CH][CH][CH][NH2+][C]1[C]2[CH][C]([C](O)[C]([CH]2)C)C",216.259,216.259,216.102454,1.2477,-2.351,3,3,85.89,0.43847,52.49,2.2621,"none","none","none","none",0.5625,0.5402,0.73452,1,16,3,0,3,4,1,2,2,0,0,16,3,0,1,1,0,0,1,0,"NewGeroprotectors"
"2-amino-2-cyclopropylacetic acid","O=C(O)C(N)C1CC1",115.131,115.131,115.063329,-2.673,-0.922,3,2,85.14,0.48638,63.32,-5.6703,"none","none","none","none",0.625,0.67163,0.62123,1,8,3,0,3,1,2,1,1,0,0,6,1,0,1,1,0,0,1,1,"NewGeroprotectors"
"{6-chloroimidazo[2,1-b][1,3]thiazol-5-yl}methanol","ClC=1N=C2SC=CN2C1CO",188.638,188.638,187.98111,0.8929,-0.774,3,1,128.74,0.40687,65.77,1.6079,"none","none","none","none",0.54545,0.18888,0.7788,1,11,5,0,5,0,1,2,2,2,8,2,0,0,0,0,0,2,1,0,"NewGeroprotectors"
"4-amino-2,6-difluorophenol","FC=1C=C(N)C=C(F)C1O",145.108,145.108,145.03392,0.8382,-2.024,2,2,100.83,0.28136,46.25,-3.2189,"none","none","none","none",0.6,0,0.70527,1,10,4,0,4,0,0,1,1,1,6,1,3,0,1,0,1,0,0,0,"NewGeroprotectors"
"pyrazine-2-carbonitrile","N#CC1=NC=CN=C1",105.1,105.1,105.032697,-0.4526,-0.823,3,0,92.49,0.38383,49.57,-6.0498,"none","none","none","none",0.75,0,0.64124,1,8,3,0,3,0,0,1,1,1,6,0,0,0,0,0,0,2,0,0,"NewGeroprotectors"
"4-amino-3-ethyl-2,3-dihydroquinazoline-2-thione","S=C1N=C2C=CC=CC2=C(N)N1CC",205.284,205.284,205.067367,0.992,-3.146,3,1,162.94,0.35798,73.71,2.2624,"none","none","none","none",0.57143,0.27691,0.78235,1,14,4,0,4,0,1,2,2,0,0,3,0,0,0,0,0,0,1,0,"NewGeroprotectors"
"4-amino-2H-chromen-2-one","O=C1OC=2C=CC=CC2C(N)=C1",161.16,161.16,161.047679,0.7174,-1.979,3,1,120.74,0.31729,52.32,-2.7525,"none","none","none","none",0.58333,0.1253,0.74432,1,12,3,0,3,0,0,2,2,1,6,1,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"3,6-dihydropyridine-3-carboxylic acid","O=C(O)C1C=NCC=C1",125.127,125.127,125.047679,-0.4809,-0.811,3,1,101.62,0.3705,49.66,1.1102,"none","none","none","none",0.66667,0.54201,0.7083,1,9,3,0,3,1,1,1,1,0,0,3,0,0,0,0,0,0,1,1,"NewGeroprotectors"
"5-aminoquinolin-8-ol","OC=1C=CC(N)=C2C=CC=NC12",160.176,160.176,160.063663,0.9526,-2.102,3,2,121.49,0.32381,59.14,-1.8789,"none","none","none","none",0.5,0,0.74997,1,12,3,0,3,0,0,2,2,2,10,1,0,0,1,0,1,1,0,0,"NewGeroprotectors"
"1,9,9a-trimethyl-1H,2H,3aH,4H,5H,7H,8H,9H,9aH,9bH-naphtho[2,1-b]furan-2,3a-diol","OC1OC2(O)CCC3=CCCC(C)C3(C)C2C1C",252.353,252.353,252.172545,2.4644,-2.831,3,2,183.05,0.19776,49.69,-0.30167,"none","none","none","none",0.44444,0.22431,0.88894,1,18,3,0,3,6,0,3,3,0,0,16,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"4-(3-fluorophenyl)-1,3-thiazol-2-amine","FC1=CC=CC(=C1)C=2N=C(SC2)N",194.233,194.233,194.031396,2.4586,-3.517,2,1,142.59,0.32681,67.15,1.4404,"none","none","none","none",0.61538,0.3672,0.61678,1,13,4,0,4,0,1,2,2,2,11,0,0,0,0,0,0,1,1,0,"NewGeroprotectors"
"1,2,3,4-tetrahydroisoquinoline-1,3-dione","O=C1NC(=O)CC=2C=CC=CC12",161.16,161.16,161.047679,0.7296,-1.952,3,1,120.48,0.31159,46.17,1.8785,"none","none","none","none",0.58333,0.14636,0.74622,1,12,3,0,3,0,0,2,2,1,6,1,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"8,9-dihydroxy-1,2,3,4-tetrahydroanthracen-1-one","O=C1C2=C(O)C=3C(O)=CC=CC3C=C2CCC1",228.246,228.246,228.078645,2.7686,-3.903,3,2,166.09,0.23626,57.53,-5.1378,"none","none","none","none",0.47059,0.13391,0.83521,1,17,3,0,3,0,0,3,3,2,10,5,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"4-methylpyridine-2,6-diol","OC=1N=C(O)C=C(C1)C",125.127,125.127,125.047679,1.014,-1.623,3,2,96.98,0.38327,53.35,-1.946,"none","none","none","none",0.55556,0,0.74893,1,9,3,0,3,0,0,1,1,1,6,3,3,0,0,0,0,1,1,0,"NewGeroprotectors"
"N-[(furan-2-yl)methyl]formamide","O=CNCC=1OC=CC1",125.127,125.127,125.047679,-0.1094,-1.625,3,1,107.71,0.35846,42.24,0.20318,"none","none","none","none",0.77778,0.62161,0.67701,1,9,3,0,3,0,2,1,1,1,5,1,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"6'-(trifluoromethyl)-3'H-spiro[adamantane-2,4'-pyrimidin]-2'-amine","FC(F)(F)C=1N=C(N)NC2(C1)C3CC4CC(C3)CC2C4",285.312,285.312,285.145281,2.0333,-4.601,3,2,185.83,0.20578,50.41,-5.6018,"none","none","none","none",0.45,0.32992,0.82225,1,20,6,0,6,0,1,4,5,0,0,11,7,0,0,0,0,0,1,0,"NewGeroprotectors"
"2-amino-4,5,6,7-tetrahydro-1-benzothiophene-3-carbonitrile","N#CC1=C(SC2=C1CCCC2)N",178.258,178.258,178.056468,2.0309,-3.717,2,1,140.97,0.34894,78.05,-8.2304,"none","none","none","none",0.58333,0.11181,0.79792,1,12,3,0,3,0,0,2,2,1,5,4,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-methylidene-2,3-dihydro-1H-indol-2-one","O=C1NC=2C=CC=CC2C1=C",145.161,145.161,145.052764,0.7616,-2.038,2,1,111.72,0.2193,29.1,-1.9258,"none","none","none","none",0.54545,0,0.72612,1,11,2,0,2,0,0,2,2,1,6,0,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"(3,5-dimethylphenyl)thiourea","S=C(N)NC=1C=C(C=C(C1)C)C",180.274,180.274,180.072118,1.8253,-2.993,2,2,150.47,0.36373,70.14,-1.0142,"none","none","none","none",0.58333,0.38003,0.57762,1,12,3,0,3,0,1,1,1,1,6,3,3,0,0,0,0,0,0,0,"NewGeroprotectors"
"N-(4-chlorophenyl)(methylsulfanyl)carbothioamide","S=C(SC)NC1=CC=C(Cl)C=C1",217.744,217.744,216.978666,2.8391,-3.853,1,1,162.6,0.35025,69.42,-1.1034,"none","none","none","none",0.75,0.47297,0.57233,1,12,4,0,4,0,2,1,1,1,6,3,2,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-[(thiophen-2-yl)methylidene]-2,3-dihydro-1H-indol-2-one","O=C1NC=2C=CC=CC2C1=CC=3SC=CC3",227.286,227.286,227.040484,2.1323,-3.379,2,1,169.38,0.26485,57.34,4.2625,"none","none","none","none",0.5625,0.097718,0.75619,1,16,3,0,3,0,1,3,3,2,11,0,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"3,4-dihydro-2H-1,4-thiazin-3-one","O=C1NC=CSC1",115.156,115.156,115.009184,-0.4721,-1.302,2,1,86.96,0.48287,54.4,1.4703,"none","none","none","none",0.71429,0.19215,0.73241,1,7,3,0,3,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"thiolane-2-carboxylic acid","O=C(O)C1SCCC1",132.183,132.183,132.0245,0.3487,-1.348,2,1,95.37,0.45748,62.6,-0.3325,"none","none","none","none",0.625,0.39787,0.67701,1,8,3,0,3,1,1,1,1,0,0,6,0,0,0,0,0,0,0,1,"NewGeroprotectors"
"{6-methylimidazo[2,1-b][1,3]thiazol-5-yl}methanol","OCC1=C(N=C2SC=CN21)C",168.22,168.22,168.035733,0.5874,-0.643,3,1,125.58,0.4171,65.77,1.6168,"none","none","none","none",0.54545,0.18888,0.78189,1,11,4,0,4,0,1,2,2,2,8,3,0,0,0,0,0,2,1,0,"NewGeroprotectors"
"3-(azaniumylmethyl)-5-methylhexanoate","O=C(O)CC(CN)CC(C)C",159.228,159.228,159.125929,-1.0962,-1.428,3,2,136.92,0.30244,63.32,-0.52847,"none","none","none","none",0.63636,0.84107,0.54161,1,11,3,0,3,1,5,0,0,0,0,9,1,0,1,1,0,0,1,1,"NewGeroprotectors"
"5-methyl-3,4-dihydro-2H-1,4-thiazin-3-one","O=C1NC(=CSC1)C",129.183,129.183,129.024834,0.197,-1.558,2,1,97.43,0.43098,54.4,2.2252,"none","none","none","none",0.625,0.19023,0.67701,1,8,3,0,3,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"pyrazolidin-3-one","O=C1NNCC1",86.0936,86.0936,86.048013,-1.8054,-0.804,3,2,68.19,0.52735,41.13,2.6698,"none","none","none","none",0.66667,0,0.69315,1,6,3,0,3,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Achyranthine","O=C(O)C1CCC(N)C1",129.158,129.158,129.078979,-2.2737,-1.192,3,2,98.9,0.41871,63.32,-4.3087,"none","none","none","none",0.66667,0.48882,0.69315,1,9,3,0,3,2,1,1,1,0,0,7,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"2-(thiophen-2-yl)acetic acid","O=C(O)CC=1SC=CC1",142.178,142.178,142.00885,1.0094,-1.604,2,1,107.06,0.43434,65.54,1.5019,"none","none","none","none",0.66667,0.66557,0.69315,1,9,3,0,3,0,2,1,1,1,5,2,0,0,0,0,0,0,0,1,"NewGeroprotectors"
"(thiophen-2-yl)methanol","OCC=1SC=CC1",114.168,114.168,114.013935,0.9289,-1.51,1,1,89.31,0.37465,48.47,1.1843,"none","none","none","none",0.71429,0.44489,0.73241,1,7,2,0,2,0,1,1,1,1,5,2,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"quinoline-3,4-diol","OC1=CN=C2C=CC=CC2=C1O",161.16,161.16,161.047679,1.2842,-1.73,3,2,119.32,0.31152,53.35,-1.88,"none","none","none","none",0.58333,0,0.74044,1,12,3,0,3,0,0,2,2,2,10,2,0,0,0,0,0,1,1,0,"NewGeroprotectors"
"1-Piperideine-6-Carboxylate","O=C(O)C1N=CCCC1",127.142,127.142,127.063329,-0.1501,-1.257,3,1,102.64,0.36682,49.66,-3.9211,"none","none","none","none",0.66667,0.46595,0.72259,1,9,3,0,3,1,1,1,1,0,0,5,0,0,0,0,0,0,1,1,"NewGeroprotectors"
"2-hydroxy-4H-chromen-4-one","O=C1C=C(O)OC=2C=CC=CC12",162.144,162.144,162.031695,1.5992,-3.649,3,1,118.57,0.3048,46.53,-0.31282,"none","none","none","none",0.58333,0.15889,0.74997,1,12,3,0,3,0,0,2,2,1,6,2,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"N-methyl-N'-(pyridin-2-yl)(methylsulfanyl)methanimidamide","N=1C=CC=CC1N=C(SC)NC",181.262,181.262,181.067367,1.0563,-2.207,3,1,148.46,0.34642,62.58,0.069801,"none","none","none","none",0.66667,0.4296,0.58773,1,12,4,0,4,0,2,1,1,1,6,3,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"6-methylpyridin-2-amine","N=1C(N)=CC=CC1C",108.144,108.144,108.068748,0.7307,-1.79,2,1,92.8,0.28276,38.91,-2,"none","none","none","none",0.625,0,0.65976,1,8,2,0,2,0,0,1,1,1,6,1,0,0,0,0,0,1,1,0,"NewGeroprotectors"
"(thiophen-2-yl)methanethiol","SCC=1SC=CC1",130.235,130.235,129.99109,1.7638,-3,0,0,98.82,0.43483,67.04,-2.819,"none","none","none","none",0.71429,0.35915,0.73241,1,7,2,0,2,0,1,1,1,1,5,2,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"5-methyl-2-[(1,3-thiazol-2-yl)amino]phenol","OC1=CC(=CC=C1NC2=NC=CS2)C",206.268,206.268,206.051383,2.8135,-2.975,3,2,157.79,0.3542,73.39,0.4308,"none","none","none","none",0.64286,0.39861,0.61678,1,14,4,0,4,0,2,2,2,2,11,2,0,0,0,0,0,1,1,0,"NewGeroprotectors"
