Name,SMILES,Activation Status
C1490,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,1
C1491,O=C1C=CC(=O)c2c(O)ccc(O)c21,1
C1492,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,1
C1493,NC(=O)c1cccnc1,1
C1494,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,1
C1495,O=[N+]([O-])C1CNCCN1c1ccccc1,1
C1496,CN(C)N=O,1
C1497,CNCCC=C1c2ccccc2CCc2ccccc21,1
C1498,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,1
C1499,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,1
C1500,NCCCC(N)C(=O)O,1
C1501,O=C(O)CC(=O)C(=O)O,1
C1502,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,1
C1503,O=c1c(=O)c(=O)c2ccccc2c1=O,1
C1504,Oc1cc(O)cc(C=Cc2ccc(O)cc2O)c1,1
C1505,CCCCCCC=CCCCCCCCC(=O)O,1
C1506,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,1
C1507,CC(C)(O)C1OC2CCC3(C)C(O)(CCC4Cc5c([nH]c6ccccc56)C43C)C2=CC1=O,1
C1508,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,1
C1509,NC(N)=NC(N)=NCCc1ccccc1,1
C1510,CC1OC(OCC2OC(Oc3cc(CCO)ccc3O)C(O)C(O)C2O)C(O)C(O)C1O,1
C1511,CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OC1C(OCC2CCCCC2)CC(O)C(O)C1O)OC,1
C1512,C=C(OP(=O)(O)O)C(=O)O,1
C1513,O=C(O)c1ccccn1,1
C1514,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,1
C1515,CC=C(C)C(O)C(C)C=C(C)C=CCC(C)=CCc1[nH]c(OC)c(OC)c(=O)c1C,1
C1516,CC1=CC(=O)c2c(O)cccc2C1=O,1
C1517,OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O,1
C1518,OCC1OC(Oc2c(O)cc(O)cc2C=Cc2ccc(O)cc2)C(O)C(O)C1O,1
C1519,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,1
C1520,COc1c(O)cc(C2Oc3c(c(O)cc(O)c3C3c4c(O)cc(O)cc4OC(c4ccc(O)cc4)C3O)CC2O)cc1O,1
C1521,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(OC1(c3ccc(O)c(O)c3)Oc3cc(O)cc(O)c3C(O)C1O)C2,1
C1522,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1
C1523,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,1
C1524,CCCOC(=O)c1cc(O)c(O)c(O)c1,1
C1525,O=C(O)c1ccc(O)c(O)c1,1
C1526,O=c1ccc2c(OCCCCc3ccccc3)c3ccoc3cc2o1,1
C1527,O=c1ccc2cc3ccoc3cc2o1,1
C1528,NCCCCN,1
C1529,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2,1
C1530,CC(=O)C(=O)O,1
C1531,O=c1c(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1
C1532,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1
C1533,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,1
C1534,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,1
C1535,CC=Cc1ccc(OC(C)C(O)c2ccc(O)cc2)cc1,1
C1536,OC1COC(O)C(O)C1O,1
C1537,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,1
C1538,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,1
C1539,NCc1ccccc1O,1
C1540,C=CCSSCC(N)C(=O)O,1
C1541,c1cc2c(cc1C1OCC3C(c4ccc5c(c4)OCO5)OCC13)OCO2,1
C1542,COc1cc(C2C3C=C(C4Oc5cc(O)cc(O)c5C(=O)C4O)C4C2COC4(O)C3=O)ccc1O,1
C1543,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,1
C1544,OCC(O)C(O)C(O)C(O)CO,1
C1545,O=C(C=Cc1ccc(O)cc1)OC1C2C=COC(OC3OC(CO)C(O)C(O)C3O)C2C2(CO)OC12,1
C1546,NCCCCNCCCN,1
C1547,CN(C)c1ccc(C=C2C(=O)Nc3ccccc32)cc1,1
C1548,O=C(O)CCC(=O)O,1
C1549,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1
C1550,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,1
C1551,NCCS(=O)(=O)O,1
C1552,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,1
C1553,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1
C1554,CC(O)C(N)C(=O)O,1
C1555,CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2cc(O)ccc2O1,1
C1556,CC1CCC2(NC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,1
C1557,c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)nc1,1
C1558,Oc1cc(O)c(C=Cc2ccccc2)cc1O,1
C1559,COC1=CC(C=Cc2ccccc2)=CC(OC)C1(O)F,1
C1560,OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1
C1561,COc1cc2c(cc1OC)-c1cc(=Nc3c(C)cc(C)cc3C)n(C)c(=O)n1CC2,1
C1562,CC(C=CC(=O)NO)=CC(C)C(=O)c1ccc(N(C)C)cc1,1
C1563,CN1C(=O)OC(C)(C)C1=O,1
C1564,CC(C)C12OC1C1OC13C1(C)CCC4=C(COC4=O)C1CC1OC13C2O,1
C1565,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,1
C1566,NC(Cc1c[nH]c2ccccc12)C(=O)O,1
C1567,NC(Cc1ccc(O)cc1)C(=O)O,1
C1568,CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,1
C1569,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,1
C1570,O=c1oc2cc(O)ccc2c2ccc(O)cc12,1
C1571,O=c1oc2cc(O)ccc2c2ccccc12,1
C1572,O=c1oc2cc(O)ccc2c2cc(O)c(O)cc12,1
C1573,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,1
C1574,O=C(C=Cc1ccc(O)c(O)c1)OC1C2C=COC(OC3OC(CO)C(O)C(O)C3O)C2C2(CO)OC12,1
C1575,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,1
C1576,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,1
C1577,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,1
C1578,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,1
C1579,O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,1
C1580,CC1=C(C)C(=O)OC(C(C)(O)C2CCC3C4C5OC5C5(O)CC=CC(=O)C5(C)C4CCC32C)C1,1
C1581,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,1
C1582,COc1cc(CC2C(=O)OCC2Cc2cc(OC)c3c(c2)C(CO)C(c2ccc(O)c(OC)c2)O3)ccc1O,1
C1583,O=C(O)CCC(O)C(=O)O,1
C1584,CCC1Cc2cc(O)ccc2C2=C1c1ccc(O)cc1CC2CC,1
C1585,CCC=CCC=CCC=CCCCCCCCC(=O)O,1
C1586,COc1ccccc1-n1cc(COC(=O)C2CCn3c(C(=O)c4ccccc4)ccc32)nn1,1
C1587,c1ccn2ncnc2c1,1
C1588,O=c1oc(Cl)c(Cl)c2ccccc12,1
C1589,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,1
C1590,CCCCCCCC(=O)c1ccc(O)c(C(=O)O)c1,1
C1591,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1,1
C1592,CC(C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C,1
C1593,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(OC5OC(CO)C(O)C(O)C5O)C5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CCC23C)O1,1
C1594,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,1
C1595,C[N+](C)(C)CC(=O)[O-],1
C1596,O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(OC(=O)C=Cc1ccc(O)c(O)c1)C(=O)O,1
C1597,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1
C1598,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,1
C1599,CC(=O)OC1C(O)C(OC2C(O)C(O)OC(CO)C2O)OC(C)C1OC1OC(C)C(OC2OC(CO)C(O)C(OC3OC(C(=O)O)C(OC4OC5COC(C)(C(=O)O)OC5C(O)C4O)C(O)C3O)C2O)C(O)C1O,1
C1600,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4,1
C1601,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,1
C1602,CC(CCC=CC(=O)Nc1ccc(C(=O)O)cc1)OC1OC(C)C(O)CC1O,1
C1603,CC(C)=CC1CC(C)C(COc2ccc3ccc(=O)oc3c2)C1(C)CCC(=O)O,1
C1604,O=C(O)C(O)C(O)C(O)C(O)CO,1
C1605,Cn1c(=O)c2c(nc(N3CCOCC3)n2C)n(C)c1=O,1
C1606,COc1cc(CC2C(=O)OCC2Cc2cc(OC)c(O)c(C(CO)C(O)c3ccc(O)c(OC)c3)c2)ccc1O,1
C1607,O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,1
C1608,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1
C1609,COC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(=CCC6(O)C5CC(OC(=O)C=C(C)C(C)C)C5(C)C(O)(C(C)=O)CCC65O)C4)CC3OC)CC2OC)OC(C)C1O,1
C1610,CC(C)=CCCC(COC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,1
C1611,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C,1
C1612,O=c1c(O)c(-c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(O)cc(O)c12,1
C1613,O=C(O)c1ccccc1O,1
C1614,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,1
C1615,CCC(C)C(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NCC(=O)O,1
C1616,O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,1
C1617,OCCc1ccc(O)cc1,1
C1618,c1ccc(C(NCCNC(c2ccccc2)c2ccccc2)c2ccccc2)cc1,1
C1619,c1ccc2sc(C3(N4CCCCC4)CCCCC3)cc2c1,1
C1620,Oc1ccccc1C=NCCN=Cc1ccccc1O,1
C1621,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,1
C1622,CCCCCC=CCC=CCCCCCCCC(=O)O,1
C1623,CCC1C(C)CC2C1C=CC1C3CC=CC(=O)NCCCC4NC(=O)C(=C(O)C=CC3CC12)C4=O,1
C1624,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1
C1625,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1
C1626,C=CCNC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,1
C1627,C=CC1=C(C)C2=NC1=CC1=NC(=Cc3[nH]c4c(c3C)=C(O)C(C(=O)OC)C=4C3=NC(=C2)C(C)C3CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C(CC)=C1C,1
C1628,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,1
C1629,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1
